maneuver_id,scene_key,split,source_shard,record_index,decision_start_frame,merge_start_frame,start_shift_frames,episode_horizon,v_e,d_m,target_front_present,target_front_gap,target_front_relative_speed,target_front_ttc,target_rear_present,target_rear_gap,target_rear_relative_speed,target_rear_ttc,source_front_present,source_front_gap,source_front_relative_speed,source_front_ttc,front_closing_speed,rear_closing_speed,traffic_density,merge_region_length_m,OPEN_GAP,FRONT_CONSTRAINED,REAR_CONSTRAINED,SOURCE_FOLLOW_RELEVANT,LATE_MERGE,DENSE_INTERACTION,MULTI_CONSTRAINT
MAN_0011,training_tfexample.tfrecord-00000-of-01000#147,validation,training_tfexample.tfrecord-00000-of-01000,147,45,68,23,45,3.951751391183427,17.51135168669224,1,13.824201186806192,-5.484109413511834,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,-5.484109413511834,,24,17.097544426426854,0,0,0,0,0,1,0
MAN_0012,training_tfexample.tfrecord-00000-of-01000#169,validation,training_tfexample.tfrecord-00000-of-01000,169,0,0,0,90,5.32509539709911,4.0132302389765115,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,4,24.87551594477753,1,0,0,0,1,0,0
MAN_0013,training_tfexample.tfrecord-00000-of-01000#215,train,training_tfexample.tfrecord-00000-of-01000,215,16,28,12,74,16.285099499523177,48.052272899726404,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,4,30.0,1,0,0,0,0,0,0
MAN_0014,training_tfexample.tfrecord-00000-of-01000#290,validation,training_tfexample.tfrecord-00000-of-01000,290,0,33,33,90,16.61866003438233,81.78238020065686,0,0.0,0.0,100.0,0,0.0,0.0,100.0,1,0.3020542744317982,2.2427257821883355,0.13468176842247265,,,12,30.0,0,0,0,1,0,0,0
MAN_0015,training_tfexample.tfrecord-00000-of-01000#391,train,training_tfexample.tfrecord-00000-of-01000,391,59,63,4,31,12.554989513208112,18.92171355689093,1,59.022348188327555,-0.17928932609252968,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,-0.17928932609252968,,10,19.634595190155462,0,0,0,0,0,0,0
MAN_0016,training_tfexample.tfrecord-00001-of-01000#34,train,training_tfexample.tfrecord-00001-of-01000,34,21,25,4,69,13.884947221432762,24.71520315333107,1,62.19866143666398,4.597827279596853,13.527837749076493,0,0.0,0.0,100.0,0,0.0,0.0,100.0,4.597827279596853,,8,25.35345284451191,0,0,0,0,0,0,0
MAN_0017,training_tfexample.tfrecord-00001-of-01000#80,validation,training_tfexample.tfrecord-00001-of-01000,80,0,0,0,90,15.120535111885877,21.45662367529407,1,29.69257111238145,-3.025363215554629,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,-3.025363215554629,,14,24.258566795306496,0,0,0,0,0,0,0
MAN_0018,training_tfexample.tfrecord-00001-of-01000#82,train,training_tfexample.tfrecord-00001-of-01000,82,25,33,8,65,11.25599375414636,38.73893248542592,1,43.53477443149786,-1.698464055937766,100.0,0,0.0,0.0,100.0,1,-1.5208576233965485,-1.6506822505700676,0.0,-1.698464055937766,,8,30.0,0,0,0,1,0,0,0
MAN_0019,training_tfexample.tfrecord-00001-of-01000#124,validation,training_tfexample.tfrecord-00001-of-01000,124,0,0,0,90,8.910830054425476,3.274160372670469,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,12,12.433200883455813,1,0,0,0,1,0,0
MAN_0020,training_tfexample.tfrecord-00001-of-01000#193,train,training_tfexample.tfrecord-00001-of-01000,193,0,0,0,90,15.611470012945542,9.895132104324345,1,11.610176382878073,0.8706460684352955,13.335127560782084,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0.8706460684352955,,22,20.107073882547976,0,1,0,0,1,1,1
MAN_0021,training_tfexample.tfrecord-00001-of-01000#214,validation,training_tfexample.tfrecord-00001-of-01000,214,58,62,4,32,18.80862062314433,18.383756934399994,1,19.84669472082441,-4.189640370948531,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,-4.189640370948531,,6,20.081508791790352,0,0,0,0,0,0,0
MAN_0022,training_tfexample.tfrecord-00001-of-01000#288,train,training_tfexample.tfrecord-00001-of-01000,288,24,28,4,66,14.886133533905795,28.309945738007126,1,29.463663433599635,1.3892005887243144,21.20907784861778,0,0.0,0.0,100.0,0,0.0,0.0,100.0,1.3892005887243144,,5,28.735427868063496,0,0,0,0,0,0,0
MAN_0023,training_tfexample.tfrecord-00001-of-01000#344,train,training_tfexample.tfrecord-00001-of-01000,344,0,0,0,90,6.100250367060518,14.49340925256018,1,13.230331574554047,-1.4797938473546455,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,-1.4797938473546455,,13,30.0,0,0,0,0,0,0,0
MAN_0024,training_tfexample.tfrecord-00001-of-01000#346,validation,training_tfexample.tfrecord-00001-of-01000,346,0,0,0,90,8.93291084539559,2.9033918844600617,1,48.77696546231792,7.992567665101681,6.102790430576528,0,0.0,0.0,100.0,0,0.0,0.0,100.0,7.992567665101681,,12,18.2382381821098,0,0,0,0,1,0,0
MAN_0025,training_tfexample.tfrecord-00001-of-01000#357,train,training_tfexample.tfrecord-00001-of-01000,357,25,46,21,65,6.723074313389342,48.1039345916278,0,0.0,0.0,100.0,0,0.0,0.0,100.0,1,3.0156878768124677,-0.39732609998032764,100.0,,,34,30.0,0,0,0,1,0,1,1
MAN_0026,training_tfexample.tfrecord-00002-of-01000#22,train,training_tfexample.tfrecord-00002-of-01000,22,44,48,4,46,13.706742814448244,6.120492356720046,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,13,6.952278197965694,1,0,0,0,1,0,0
MAN_0027,training_tfexample.tfrecord-00002-of-01000#70,validation,training_tfexample.tfrecord-00002-of-01000,70,10,14,4,80,12.456648109143186,6.647311276264127,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,28,7.848758085046598,1,0,0,0,1,1,1
MAN_0028,training_tfexample.tfrecord-00002-of-01000#146,train,training_tfexample.tfrecord-00002-of-01000,146,0,0,0,90,13.473684899504796,7.003094508014733,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,8,30.0,1,0,0,0,1,0,0
MAN_0029,training_tfexample.tfrecord-00002-of-01000#182,validation,training_tfexample.tfrecord-00002-of-01000,182,0,0,0,90,1.5564263963549931,11.968764911835736,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,41,16.620143841869233,1,0,0,0,0,1,0
MAN_0030,training_tfexample.tfrecord-00002-of-01000#285,validation,training_tfexample.tfrecord-00002-of-01000,285,56,60,4,34,18.234837779187014,34.42631144776704,0,0.0,0.0,100.0,0,0.0,0.0,100.0,1,-0.6366610515316085,14.314205898627055,0.0,,,10,30.0,0,0,0,1,0,0,0
MAN_0031,training_tfexample.tfrecord-00002-of-01000#302,validation,training_tfexample.tfrecord-00002-of-01000,302,10,10,0,80,4.175049460610095,1.564824660682973,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,39,30.0,1,0,0,0,1,1,1
MAN_0032,training_tfexample.tfrecord-00002-of-01000#308,validation,training_tfexample.tfrecord-00002-of-01000,308,58,62,4,32,2.4402155937069145,3.8306353011506076,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,32,15.773687230909772,1,0,0,0,1,1,1
MAN_0033,training_tfexample.tfrecord-00002-of-01000#359,train,training_tfexample.tfrecord-00002-of-01000,359,27,53,26,63,14.432081722810915,64.9426499007595,1,55.056603480994454,1.5227376692971486,36.1563285594734,0,0.0,0.0,100.0,1,23.22864619434188,-3.328774709878303,100.0,1.5227376692971486,,2,30.0,0,0,0,0,0,0,0
MAN_0034,training_tfexample.tfrecord-00002-of-01000#380,validation,training_tfexample.tfrecord-00002-of-01000,380,25,40,15,65,16.8617405603698,53.182942342901065,1,53.76754508090097,0.35101226692813725,100.0,0,0.0,0.0,100.0,1,7.663783486356408,-1.7631597666088865,100.0,0.35101226692813725,,16,30.0,0,0,0,0,0,0,0
MAN_0035,training_tfexample.tfrecord-00002-of-01000#479,train,training_tfexample.tfrecord-00002-of-01000,479,18,22,4,72,16.725834112585414,10.313358588262526,1,22.63745136579412,-2.450825828404472,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,-2.450825828404472,,12,10.683616906321715,0,0,0,0,1,0,0
MAN_0036,training_tfexample.tfrecord-00002-of-01000#499,train,training_tfexample.tfrecord-00002-of-01000,499,50,54,4,40,7.68053839325673,10.806202070772525,1,20.90280686654451,-5.033901991312127,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,-5.033901991312127,,23,30.0,0,0,0,0,1,1,1
MAN_0037,training_tfexample.tfrecord-00003-of-01000#86,train,training_tfexample.tfrecord-00003-of-01000,86,26,62,36,64,9.635161080764831,74.03380638054759,1,69.65550556771272,-5.353546234555266,100.0,0,0.0,0.0,100.0,1,38.85478797708005,-3.2452304212641483,100.0,-5.353546234555266,,28,30.0,0,0,0,0,0,1,0
MAN_0038,training_tfexample.tfrecord-00003-of-01000#120,train,training_tfexample.tfrecord-00003-of-01000,120,0,0,0,90,7.285750372946651,2.0636981701423878,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,20,28.214724960988864,1,0,0,0,1,0,0
MAN_0039,training_tfexample.tfrecord-00003-of-01000#124,validation,training_tfexample.tfrecord-00003-of-01000,124,0,0,0,90,8.728161692910103,2.636506308586412,1,28.571019048729113,-4.178251142741084,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,-4.178251142741084,,6,30.0,0,0,0,0,1,0,0
MAN_0040,training_tfexample.tfrecord-00003-of-01000#124,validation,training_tfexample.tfrecord-00003-of-01000,124,62,66,4,28,17.174441966293863,21.265834607424484,1,66.31151191568699,-0.9360838957422892,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,-0.9360838957422892,,3,22.463851713594345,0,0,0,0,0,0,0
MAN_0041,training_tfexample.tfrecord-00003-of-01000#216,validation,training_tfexample.tfrecord-00003-of-01000,216,0,11,11,90,12.523916255259794,43.06291473475027,1,42.149055304077535,-1.3499027432060124,100.0,0,0.0,0.0,100.0,1,7.674745042233717,0.5033256490251858,15.24807062206695,-1.3499027432060124,,22,30.0,0,0,0,0,0,1,0
MAN_0042,training_tfexample.tfrecord-00003-of-01000#227,train,training_tfexample.tfrecord-00003-of-01000,227,23,27,4,67,12.167153497196217,11.396051310006788,1,6.344459143744187,1.1709511445802097,5.418209951038307,0,0.0,0.0,100.0,1,6.343390105459889,1.1690603243835653,5.4260588381567905,1.1709511445802097,,9,12.950488943387933,0,1,0,0,0,0,0
MAN_0043,training_tfexample.tfrecord-00003-of-01000#231,train,training_tfexample.tfrecord-00003-of-01000,231,0,2,2,90,13.107458026458708,31.386062429740917,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,12,30.0,1,0,0,0,0,0,0
MAN_0044,training_tfexample.tfrecord-00003-of-01000#250,train,training_tfexample.tfrecord-00003-of-01000,250,0,55,55,90,0.5797602627900074,24.13201251532098,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,6,28.784344171458876,1,0,0,0,0,0,0
MAN_0045,training_tfexample.tfrecord-00003-of-01000#295,train,training_tfexample.tfrecord-00003-of-01000,295,19,23,4,71,17.21697402790316,8.688935695045908,0,0.0,0.0,100.0,0,0.0,0.0,100.0,1,-4.848401476430208,4.18433933114623,0.0,,,7,9.815540541320928,0,0,0,1,1,0,1
MAN_0046,training_tfexample.tfrecord-00003-of-01000#315,train,training_tfexample.tfrecord-00003-of-01000,315,0,5,5,90,9.86012585837476,34.736832914119745,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,17,30.0,1,0,0,0,0,0,0
MAN_0047,training_tfexample.tfrecord-00003-of-01000#331,train,training_tfexample.tfrecord-00003-of-01000,331,0,0,0,90,16.138970509846903,19.744482320635125,0,0.0,0.0,100.0,0,0.0,0.0,100.0,1,-4.405753013502444,5.404358069376615,0.0,,,5,30.0,0,0,0,1,0,0,0
MAN_0048,training_tfexample.tfrecord-00003-of-01000#345,validation,training_tfexample.tfrecord-00003-of-01000,345,0,31,31,90,3.8425126810764474,50.082478936874836,0,0.0,0.0,100.0,0,0.0,0.0,100.0,1,-3.94435757100686,-1.362563590558611,0.0,,,17,30.0,0,0,0,1,0,0,0
MAN_0049,training_tfexample.tfrecord-00003-of-01000#359,train,training_tfexample.tfrecord-00003-of-01000,359,50,54,4,40,6.723718265301716,8.167887497903369,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,17,8.98567530326902,1,0,0,0,1,0,0
MAN_0050,training_tfexample.tfrecord-00003-of-01000#381,train,training_tfexample.tfrecord-00003-of-01000,381,25,29,4,65,9.900990108201864,13.404377625721104,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,3,14.685253185828792,1,0,0,0,0,0,0
MAN_0051,training_tfexample.tfrecord-00003-of-01000#389,train,training_tfexample.tfrecord-00003-of-01000,389,0,0,0,90,11.604351450141193,10.030823410157645,1,21.557526320746078,-5.278327238545801,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,-5.278327238545801,,32,30.0,0,0,0,0,1,1,1
MAN_0052,training_tfexample.tfrecord-00003-of-01000#389,train,training_tfexample.tfrecord-00003-of-01000,389,59,63,4,31,17.160076016787016,18.290661406683878,1,41.784483635394565,1.2552059312201536,33.28894693381264,0,0.0,0.0,100.0,0,0.0,0.0,100.0,1.2552059312201536,,11,19.358822581521707,0,0,0,0,0,0,0
MAN_0053,training_tfexample.tfrecord-00003-of-01000#474,validation,training_tfexample.tfrecord-00003-of-01000,474,39,43,4,51,9.209615275636127,19.768483378167918,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,7,20.274926450373858,1,0,0,0,0,0,0
MAN_0054,training_tfexample.tfrecord-00004-of-01000#62,train,training_tfexample.tfrecord-00004-of-01000,62,20,24,4,70,17.030996762068188,14.599628813588703,1,18.21123280300342,-0.5946160971079166,100.0,0,0.0,0.0,100.0,1,1.5157188272526252,-0.5513354511044177,100.0,-0.5946160971079166,,35,14.940065769094863,0,0,0,1,0,1,1
MAN_0055,training_tfexample.tfrecord-00004-of-01000#62,train,training_tfexample.tfrecord-00004-of-01000,62,45,49,4,45,18.43801488674347,12.324206495174556,1,16.883557269504852,11.962851329294896,1.4113321987175433,0,0.0,0.0,100.0,1,2.3160412799886725,-0.1970245526245229,100.0,11.962851329294896,,26,13.486921128503019,0,1,0,1,0,1,1
MAN_0056,training_tfexample.tfrecord-00004-of-01000#87,train,training_tfexample.tfrecord-00004-of-01000,87,0,48,48,90,2.3742670405964095,27.371841937813503,0,0.0,0.0,100.0,1,3.961721620796453,-1.6145096398178234,100.0,0,0.0,0.0,100.0,,-1.6145096398178234,20,29.710277205699942,0,0,1,0,0,0,0
MAN_0057,training_tfexample.tfrecord-00004-of-01000#100,train,training_tfexample.tfrecord-00004-of-01000,100,15,19,4,75,5.963585057898618,21.890609504149623,1,13.874304203961273,6.345602604642134,2.186443915320431,0,0.0,0.0,100.0,1,5.7190718539701635,5.930674599146132,0.9643206280097658,6.345602604642134,,20,25.647806577971473,0,1,0,0,0,0,0
MAN_0058,training_tfexample.tfrecord-00004-of-01000#128,train,training_tfexample.tfrecord-00004-of-01000,128,32,36,4,58,19.896488438590136,25.522537731530054,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,7,25.68744636028642,1,0,0,0,0,0,0
MAN_0059,training_tfexample.tfrecord-00004-of-01000#150,train,training_tfexample.tfrecord-00004-of-01000,150,16,29,13,74,16.440337667182924,49.0428808027014,0,0.0,0.0,100.0,0,0.0,0.0,100.0,1,34.10046454045903,5.298369638815053,6.4360297346270805,,,7,30.0,0,0,0,0,0,0,0
MAN_0060,training_tfexample.tfrecord-00004-of-01000#156,validation,training_tfexample.tfrecord-00004-of-01000,156,60,64,4,30,6.757063632199915,7.017320784432293,1,4.696071103215976,-1.6157851145620992,100.0,0,0.0,0.0,100.0,1,4.673234125510767,-1.6127092398456169,100.0,-1.6157851145620992,,14,30.0,0,1,0,1,1,0,1
MAN_0061,training_tfexample.tfrecord-00004-of-01000#163,validation,training_tfexample.tfrecord-00004-of-01000,163,15,19,4,75,6.243645468648556,15.62648203488128,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,7,16.19597159219022,1,0,0,0,0,0,0
MAN_0062,training_tfexample.tfrecord-00004-of-01000#168,train,training_tfexample.tfrecord-00004-of-01000,168,1,5,4,89,16.922780784542763,12.536905924536393,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,18,13.09880380901142,1,0,0,0,0,0,0
MAN_0063,training_tfexample.tfrecord-00004-of-01000#168,train,training_tfexample.tfrecord-00004-of-01000,168,48,52,4,42,17.947722949557843,13.570494168993251,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,19,14.94067578980187,1,0,0,0,0,0,0
MAN_0064,training_tfexample.tfrecord-00004-of-01000#168,train,training_tfexample.tfrecord-00004-of-01000,168,72,76,4,18,17.91863065285688,12.735908366862935,0,0.0,0.0,100.0,0,0.0,0.0,100.0,1,2.67159539307573,-4.33679295930029,100.0,,,15,13.487409986128906,0,0,0,1,0,0,0
MAN_0065,training_tfexample.tfrecord-00004-of-01000#171,train,training_tfexample.tfrecord-00004-of-01000,171,60,64,4,30,14.408015090239855,26.410225113571297,1,41.48426914289482,0.7945603003029849,52.21034719086251,0,0.0,0.0,100.0,1,20.49042304311782,0.010966063493366818,100.0,0.7945603003029849,,13,27.766605014105725,0,0,0,0,0,0,0
MAN_0066,training_tfexample.tfrecord-00004-of-01000#174,train,training_tfexample.tfrecord-00004-of-01000,174,14,18,4,76,13.259792433183245,9.29410307005044,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,13,9.816030181792039,1,0,0,0,1,0,0
MAN_0067,training_tfexample.tfrecord-00004-of-01000#226,train,training_tfexample.tfrecord-00004-of-01000,226,0,0,0,90,18.95191713346648,24.56752459008651,1,15.961353101188916,0.09039796211705209,100.0,0,0.0,0.0,100.0,1,15.95873016652634,0.08596115910675906,100.0,0.09039796211705209,,5,30.0,0,0,0,0,0,0,0
MAN_0068,training_tfexample.tfrecord-00004-of-01000#234,train,training_tfexample.tfrecord-00004-of-01000,234,14,18,4,76,14.51730202269546,13.053651163108354,1,10.811882742856294,11.106435618506904,0.9734790813391302,0,0.0,0.0,100.0,1,10.800233306670577,11.107104564786507,0.9723716242765175,11.106435618506904,,6,13.210709878928666,0,1,0,0,0,0,0
MAN_0069,training_tfexample.tfrecord-00004-of-01000#234,train,training_tfexample.tfrecord-00004-of-01000,234,70,74,4,20,19.857505257036312,18.878006177080493,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,15,19.76480523990001,1,0,0,0,0,0,0
MAN_0070,training_tfexample.tfrecord-00004-of-01000#275,train,training_tfexample.tfrecord-00004-of-01000,275,0,0,0,90,29.45313081922744,4.177297638126504,1,-1.7948833930449775,0.8202662327096526,0.0,0,0.0,0.0,100.0,1,-1.7984630049605528,0.820398365394972,0.0,0.8202662327096526,,9,30.0,0,1,0,1,1,0,1
MAN_0071,training_tfexample.tfrecord-00004-of-01000#281,train,training_tfexample.tfrecord-00004-of-01000,281,0,6,6,90,7.554474028343807,34.112223195843555,0,0.0,0.0,100.0,1,2.151077402232529,-2.9511958427791978,100.0,1,26.068609544469204,2.45799272951699,10.60564957390734,,-2.9511958427791978,35,30.0,0,0,1,0,0,1,1
MAN_0072,training_tfexample.tfrecord-00004-of-01000#293,validation,training_tfexample.tfrecord-00004-of-01000,293,37,41,4,53,13.76806955996581,14.955623561536878,1,13.122901783579849,1.4642354264732855,8.962289496838144,0,0.0,0.0,100.0,1,-3.1476484710357533,0.9436182463071301,0.0,1.4642354264732855,,22,16.298323007942745,0,0,0,1,0,1,1
MAN_0073,training_tfexample.tfrecord-00004-of-01000#295,train,training_tfexample.tfrecord-00004-of-01000,295,7,11,4,83,6.857024919388993,16.50627734229833,1,22.040749747511796,-0.8789170699919682,100.0,0,0.0,0.0,100.0,1,8.32534729483275,-1.3813386733470523,100.0,-0.8789170699919682,,33,16.616941312413367,0,0,0,0,0,1,0
MAN_0074,training_tfexample.tfrecord-00004-of-01000#325,train,training_tfexample.tfrecord-00004-of-01000,325,0,0,0,90,12.907768604145318,14.628613131089494,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,11,21.139761314558967,1,0,0,0,0,0,0
MAN_0075,training_tfexample.tfrecord-00004-of-01000#329,validation,training_tfexample.tfrecord-00004-of-01000,329,0,0,0,90,10.304772306096728,6.715356306075035,1,12.651109386091239,-2.590070116383224,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,-2.590070116383224,,15,9.139062256386243,0,1,0,0,1,0,1
MAN_0076,training_tfexample.tfrecord-00004-of-01000#364,train,training_tfexample.tfrecord-00004-of-01000,364,30,52,22,60,15.11156552689558,62.97297765419753,0,0.0,0.0,100.0,0,0.0,0.0,100.0,1,19.166999331238273,-2.5342315080606035,100.0,,,22,30.0,0,0,0,0,0,1,0
MAN_0077,training_tfexample.tfrecord-00004-of-01000#410,train,training_tfexample.tfrecord-00004-of-01000,410,60,64,4,30,20.170826874653184,15.088665013019959,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,6,15.428422416911602,1,0,0,0,0,0,0
MAN_0078,training_tfexample.tfrecord-00004-of-01000#431,train,training_tfexample.tfrecord-00004-of-01000,431,0,0,0,90,13.490553277408097,3.326909516567053,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,10,18.247682798083343,1,0,0,0,1,0,0
MAN_0079,training_tfexample.tfrecord-00004-of-01000#431,train,training_tfexample.tfrecord-00004-of-01000,431,34,38,4,56,13.374893838414303,20.160270897339196,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,8,20.062737727205864,1,0,0,0,0,0,0
MAN_0080,training_tfexample.tfrecord-00004-of-01000#439,train,training_tfexample.tfrecord-00004-of-01000,439,49,53,4,41,8.343317425743594,26.12284302487358,0,0.0,0.0,100.0,0,0.0,0.0,100.0,1,8.864816055114137,-1.6991873751014435,100.0,,,7,30.0,0,0,0,0,0,0,0
MAN_0081,training_tfexample.tfrecord-00004-of-01000#474,train,training_tfexample.tfrecord-00004-of-01000,474,59,63,4,31,14.32304905219997,15.20178076956724,1,24.173423145489156,-2.5468838079557248,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,-2.5468838079557248,,20,15.26984133976906,0,0,0,0,0,0,0
MAN_0082,training_tfexample.tfrecord-00004-of-01000#491,train,training_tfexample.tfrecord-00004-of-01000,491,16,20,4,74,2.8756417365042006,14.789047759905884,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,6,14.944952736469302,1,0,0,0,0,0,0
MAN_0083,training_tfexample.tfrecord-00005-of-01000#127,train,training_tfexample.tfrecord-00005-of-01000,127,43,47,4,47,15.908015619617263,14.367884248496056,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,7,14.47312829107839,1,0,0,0,0,0,0
MAN_0084,training_tfexample.tfrecord-00005-of-01000#130,train,training_tfexample.tfrecord-00005-of-01000,130,0,0,0,90,13.44438519126518,4.3396068982385945,0,0.0,0.0,100.0,0,0.0,0.0,100.0,0,0.0,0.0,100.0,,,6,17.550927943134646,1,0,0,0,1,0,0
